Image,Age,Historical Notes
artifact_dataset/augmented_images\457083_aug2.jpg,774.5,dated 158 AH/775 CE
artifact_dataset/augmented_images\457083_aug3.jpg,774.5,dated 158 AH/775 CE
artifact_dataset/augmented_images\457083_aug4.jpg,774.5,dated 158 AH/775 CE
artifact_dataset/augmented_images\457083_aug5.jpg,774.5,dated 158 AH/775 CE
artifact_dataset/augmented_images\457076_aug1.jpg,749.0,dated 131 AH/749 CE
artifact_dataset/augmented_images\457076_aug2.jpg,749.0,dated 131 AH/749 CE
artifact_dataset/augmented_images\457076_aug3.jpg,749.0,dated 131 AH/749 CE
artifact_dataset/augmented_images\457076_aug4.jpg,749.0,dated 131 AH/749 CE
artifact_dataset/augmented_images\457076_aug5.jpg,749.0,dated 131 AH/749 CE
artifact_dataset/augmented_images\457687_aug1.jpg,901.0,dated 288 AH/901 CE
artifact_dataset/augmented_images\457687_aug2.jpg,901.0,dated 288 AH/901 CE
artifact_dataset/augmented_images\457687_aug3.jpg,901.0,dated 288 AH/901 CE
artifact_dataset/augmented_images\457687_aug4.jpg,901.0,dated 288 AH/901 CE
artifact_dataset/augmented_images\457687_aug5.jpg,901.0,dated 288 AH/901 CE
artifact_dataset/augmented_images\457695_aug1.jpg,1204.0,dated 600 AH/1204 CE
artifact_dataset/augmented_images\457695_aug2.jpg,1204.0,dated 600 AH/1204 CE
artifact_dataset/augmented_images\457695_aug3.jpg,1204.0,dated 600 AH/1204 CE
artifact_dataset/augmented_images\457695_aug4.jpg,1204.0,dated 600 AH/1204 CE
artifact_dataset/augmented_images\457695_aug5.jpg,1204.0,dated 600 AH/1204 CE
artifact_dataset/augmented_images\457691_aug1.jpg,825.0,dated 210 AH/825 CE
artifact_dataset/augmented_images\457691_aug2.jpg,825.0,dated 210 AH/825 CE
artifact_dataset/augmented_images\457691_aug3.jpg,825.0,dated 210 AH/825 CE
artifact_dataset/augmented_images\457691_aug4.jpg,825.0,dated 210 AH/825 CE
artifact_dataset/augmented_images\457691_aug5.jpg,825.0,dated 210 AH/825 CE
artifact_dataset/augmented_images\457692_aug1.jpg,762.0,dated 145 AH/762 CE
artifact_dataset/augmented_images\457692_aug2.jpg,762.0,dated 145 AH/762 CE
artifact_dataset/augmented_images\457692_aug3.jpg,762.0,dated 145 AH/762 CE
artifact_dataset/augmented_images\457692_aug4.jpg,762.0,dated 145 AH/762 CE
artifact_dataset/augmented_images\457692_aug5.jpg,762.0,dated 145 AH/762 CE
artifact_dataset/augmented_images\457436_aug1.jpg,748.0,dated 131 AH/748 CE
artifact_dataset/augmented_images\457436_aug2.jpg,748.0,dated 131 AH/748 CE
artifact_dataset/augmented_images\457436_aug3.jpg,748.0,dated 131 AH/748 CE
artifact_dataset/augmented_images\457436_aug4.jpg,748.0,dated 131 AH/748 CE
artifact_dataset/augmented_images\457436_aug5.jpg,748.0,dated 131 AH/748 CE
artifact_dataset/augmented_images\457445_aug1.jpg,770.0,dated 155 AH/770 CE
artifact_dataset/augmented_images\457445_aug2.jpg,770.0,dated 155 AH/770 CE
artifact_dataset/augmented_images\457445_aug3.jpg,770.0,dated 155 AH/770 CE
artifact_dataset/augmented_images\457445_aug4.jpg,770.0,dated 155 AH/770 CE
artifact_dataset/augmented_images\457445_aug5.jpg,770.0,dated 155 AH/770 CE
artifact_dataset/augmented_images\457480_aug1.jpg,790.0,dated 174 AH/790 CE
artifact_dataset/augmented_images\457480_aug2.jpg,790.0,dated 174 AH/790 CE
artifact_dataset/augmented_images\457480_aug3.jpg,790.0,dated 174 AH/790 CE
artifact_dataset/augmented_images\457480_aug4.jpg,790.0,dated 174 AH/790 CE
artifact_dataset/augmented_images\457480_aug5.jpg,790.0,dated 174 AH/790 CE
artifact_dataset/augmented_images\457509_aug1.jpg,802.0,dated 186 AH/802 CE
artifact_dataset/augmented_images\457509_aug2.jpg,802.0,dated 186 AH/802 CE
artifact_dataset/augmented_images\457509_aug3.jpg,802.0,dated 186 AH/802 CE
artifact_dataset/augmented_images\457509_aug4.jpg,802.0,dated 186 AH/802 CE
artifact_dataset/augmented_images\457509_aug5.jpg,802.0,dated 186 AH/802 CE
artifact_dataset/augmented_images\457552_aug1.jpg,820.0,dated 204 AH/820 CE
artifact_dataset/augmented_images\457552_aug2.jpg,820.0,dated 204 AH/820 CE
artifact_dataset/augmented_images\457552_aug3.jpg,820.0,dated 204 AH/820 CE
artifact_dataset/augmented_images\457552_aug4.jpg,820.0,dated 204 AH/820 CE
artifact_dataset/augmented_images\457552_aug5.jpg,820.0,dated 204 AH/820 CE
artifact_dataset/augmented_images\457564_aug1.jpg,770.0,dated 153 AH/770 CE
artifact_dataset/augmented_images\457564_aug2.jpg,770.0,dated 153 AH/770 CE
artifact_dataset/augmented_images\457564_aug3.jpg,770.0,dated 153 AH/770 CE
artifact_dataset/augmented_images\457564_aug4.jpg,770.0,dated 153 AH/770 CE
artifact_dataset/augmented_images\457564_aug5.jpg,770.0,dated 153 AH/770 CE
artifact_dataset/augmented_images\457504_aug1.jpg,885.0,dated 271 AH/885 CE
artifact_dataset/augmented_images\457504_aug2.jpg,885.0,dated 271 AH/885 CE
artifact_dataset/augmented_images\457504_aug3.jpg,885.0,dated 271 AH/885 CE
artifact_dataset/augmented_images\457504_aug4.jpg,885.0,dated 271 AH/885 CE
artifact_dataset/augmented_images\457504_aug5.jpg,885.0,dated 271 AH/885 CE
artifact_dataset/augmented_images\457107_aug1.jpg,983.5,dated 373 AH/983–84 CE
artifact_dataset/augmented_images\457107_aug2.jpg,983.5,dated 373 AH/983–84 CE
artifact_dataset/augmented_images\457107_aug3.jpg,983.5,dated 373 AH/983–84 CE
artifact_dataset/augmented_images\457107_aug4.jpg,983.5,dated 373 AH/983–84 CE
artifact_dataset/augmented_images\457107_aug5.jpg,983.5,dated 373 AH/983–84 CE
artifact_dataset/augmented_images\457116_aug1.jpg,959.0,dated 348 AH/958–59 CE
artifact_dataset/augmented_images\457116_aug2.jpg,959.0,dated 348 AH/958–59 CE
artifact_dataset/augmented_images\457116_aug3.jpg,959.0,dated 348 AH/958–59 CE
artifact_dataset/augmented_images\457116_aug4.jpg,959.0,dated 348 AH/958–59 CE
artifact_dataset/augmented_images\457116_aug5.jpg,959.0,dated 348 AH/958–59 CE
artifact_dataset/augmented_images\457106_aug1.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457106_aug2.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457106_aug3.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457106_aug4.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457106_aug5.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457115_aug1.jpg,804.0,dated 189 AH/804–5 CE
artifact_dataset/augmented_images\457115_aug2.jpg,804.0,dated 189 AH/804–5 CE
artifact_dataset/augmented_images\457115_aug3.jpg,804.0,dated 189 AH/804–5 CE
artifact_dataset/augmented_images\457115_aug4.jpg,804.0,dated 189 AH/804–5 CE
artifact_dataset/augmented_images\457115_aug5.jpg,804.0,dated 189 AH/804–5 CE
artifact_dataset/augmented_images\457112_aug1.jpg,977.0,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457112_aug2.jpg,977.0,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457112_aug3.jpg,977.0,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457112_aug4.jpg,977.0,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457112_aug5.jpg,977.0,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457144_aug1.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457144_aug2.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457144_aug3.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457144_aug4.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457144_aug5.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457184_aug1.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457184_aug2.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457184_aug3.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457184_aug4.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457184_aug5.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457188_aug1.jpg,977.0,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457188_aug2.jpg,977.0,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457188_aug3.jpg,977.0,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457188_aug4.jpg,977.0,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457188_aug5.jpg,977.0,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457222_aug1.jpg,977.5,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457222_aug2.jpg,977.5,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457222_aug3.jpg,977.5,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457222_aug4.jpg,977.5,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457222_aug5.jpg,977.5,dated 367 AH/977–78 CE
artifact_dataset/augmented_images\457215_aug1.jpg,979.0,dated 367 or 369 AH/977 or 979 CE
artifact_dataset/augmented_images\457215_aug2.jpg,979.0,dated 367 or 369 AH/977 or 979 CE
artifact_dataset/augmented_images\457215_aug3.jpg,979.0,dated 367 or 369 AH/977 or 979 CE
artifact_dataset/augmented_images\457215_aug4.jpg,979.0,dated 367 or 369 AH/977 or 979 CE
artifact_dataset/augmented_images\457215_aug5.jpg,979.0,dated 367 or 369 AH/977 or 979 CE
artifact_dataset/augmented_images\457232_aug1.jpg,985.5,dated 375 AH/985–86 CE
artifact_dataset/augmented_images\457232_aug2.jpg,985.5,dated 375 AH/985–86 CE
artifact_dataset/augmented_images\457232_aug3.jpg,985.5,dated 375 AH/985–86 CE
artifact_dataset/augmented_images\457232_aug4.jpg,985.5,dated 375 AH/985–86 CE
artifact_dataset/augmented_images\457232_aug5.jpg,985.5,dated 375 AH/985–86 CE
artifact_dataset/augmented_images\457185_aug1.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457185_aug2.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457185_aug3.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457185_aug4.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457185_aug5.jpg,974.0,dated 364 AH/974–75 CE
artifact_dataset/augmented_images\457247_aug1.jpg,985.0,dated 375 AH/985–86 CE
artifact_dataset/augmented_images\457247_aug2.jpg,985.0,dated 375 AH/985–86 CE
artifact_dataset/augmented_images\457247_aug3.jpg,985.0,dated 375 AH/985–86 CE
artifact_dataset/augmented_images\457247_aug4.jpg,985.0,dated 375 AH/985–86 CE
artifact_dataset/augmented_images\457247_aug5.jpg,985.0,dated 375 AH/985–86 CE
artifact_dataset/augmented_images\457380_aug1.jpg,899.5,probably 759–76 AH/1357–74 CE
artifact_dataset/augmented_images\457380_aug2.jpg,899.5,probably 759–76 AH/1357–74 CE
artifact_dataset/augmented_images\457380_aug3.jpg,899.5,probably 759–76 AH/1357–74 CE
artifact_dataset/augmented_images\457380_aug4.jpg,899.5,probably 759–76 AH/1357–74 CE
artifact_dataset/augmented_images\457380_aug5.jpg,899.5,probably 759–76 AH/1357–74 CE
artifact_dataset/augmented_images\457373_aug1.jpg,779.5,158–69 AH/774–85 CE
artifact_dataset/augmented_images\457373_aug2.jpg,779.5,158–69 AH/774–85 CE
artifact_dataset/augmented_images\457373_aug3.jpg,779.5,158–69 AH/774–85 CE
artifact_dataset/augmented_images\457373_aug4.jpg,779.5,158–69 AH/774–85 CE
artifact_dataset/augmented_images\457373_aug5.jpg,779.5,158–69 AH/774–85 CE
artifact_dataset/augmented_images\457623_aug1.jpg,820.0,dated 204 AH/820 CE
artifact_dataset/augmented_images\457623_aug2.jpg,820.0,dated 204 AH/820 CE
artifact_dataset/augmented_images\457623_aug3.jpg,820.0,dated 204 AH/820 CE
artifact_dataset/augmented_images\457623_aug4.jpg,820.0,dated 204 AH/820 CE
artifact_dataset/augmented_images\457623_aug5.jpg,820.0,dated 204 AH/820 CE
artifact_dataset/augmented_images\457103_aug1.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457103_aug2.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457103_aug3.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457103_aug4.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457103_aug5.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457694_aug1.jpg,1150.0,late 11th–early 13th century
artifact_dataset/augmented_images\457694_aug2.jpg,1150.0,late 11th–early 13th century
artifact_dataset/augmented_images\457694_aug3.jpg,1150.0,late 11th–early 13th century
artifact_dataset/augmented_images\457694_aug4.jpg,1150.0,late 11th–early 13th century
artifact_dataset/augmented_images\457694_aug5.jpg,1150.0,late 11th–early 13th century
artifact_dataset/augmented_images\457431_aug1.jpg,762.5,8th–early 9th century
artifact_dataset/augmented_images\457431_aug2.jpg,762.5,8th–early 9th century
artifact_dataset/augmented_images\457431_aug3.jpg,762.5,8th–early 9th century
artifact_dataset/augmented_images\457431_aug4.jpg,762.5,8th–early 9th century
artifact_dataset/augmented_images\457431_aug5.jpg,762.5,8th–early 9th century
artifact_dataset/augmented_images\457384_aug1.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457384_aug2.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457384_aug3.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457384_aug4.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457384_aug5.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457395_aug1.jpg,762.5,8th–early 9th century
artifact_dataset/augmented_images\457395_aug2.jpg,762.5,8th–early 9th century
artifact_dataset/augmented_images\457395_aug3.jpg,762.5,8th–early 9th century
artifact_dataset/augmented_images\457395_aug4.jpg,762.5,8th–early 9th century
artifact_dataset/augmented_images\457395_aug5.jpg,762.5,8th–early 9th century
artifact_dataset/augmented_images\457391_aug1.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457391_aug2.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457391_aug3.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457391_aug4.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\457391_aug5.jpg,1200.0,late 12th–early 13th century
artifact_dataset/augmented_images\465758_aug1.jpg,272.5,"270–275, Late Roman"
artifact_dataset/augmented_images\465758_aug2.jpg,272.5,"270–275, Late Roman"
artifact_dataset/augmented_images\465758_aug3.jpg,272.5,"270–275, Late Roman"
artifact_dataset/augmented_images\465758_aug4.jpg,272.5,"270–275, Late Roman"
artifact_dataset/augmented_images\465758_aug5.jpg,272.5,"270–275, Late Roman"
artifact_dataset/augmented_images\457094_aug1.jpg,1209.5,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457094_aug2.jpg,1209.5,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457094_aug3.jpg,1209.5,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457094_aug4.jpg,1209.5,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457094_aug5.jpg,1209.5,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457343_aug1.jpg,1325.5,716–36 AH/1316–35 CE
artifact_dataset/augmented_images\457343_aug2.jpg,1325.5,716–36 AH/1316–35 CE
artifact_dataset/augmented_images\457343_aug3.jpg,1325.5,716–36 AH/1316–35 CE
artifact_dataset/augmented_images\457343_aug4.jpg,1325.5,716–36 AH/1316–35 CE
artifact_dataset/augmented_images\457343_aug5.jpg,1325.5,716–36 AH/1316–35 CE
artifact_dataset/augmented_images\457693_aug1.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457693_aug2.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457693_aug3.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457693_aug4.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457693_aug5.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457667_aug1.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457667_aug2.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457667_aug3.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457667_aug4.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457667_aug5.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457688_aug1.jpg,763.0,probably 141–51 AH/758–68 CE
artifact_dataset/augmented_images\457688_aug2.jpg,763.0,probably 141–51 AH/758–68 CE
artifact_dataset/augmented_images\457688_aug3.jpg,763.0,probably 141–51 AH/758–68 CE
artifact_dataset/augmented_images\457688_aug4.jpg,763.0,probably 141–51 AH/758–68 CE
artifact_dataset/augmented_images\457688_aug5.jpg,763.0,probably 141–51 AH/758–68 CE
artifact_dataset/augmented_images\457701_aug1.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457701_aug2.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457701_aug3.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457701_aug4.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457701_aug5.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457383_aug1.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457383_aug2.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457383_aug3.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457383_aug4.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457383_aug5.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457385_aug1.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457385_aug2.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457385_aug3.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457385_aug4.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457385_aug5.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457477_aug1.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457477_aug2.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457477_aug3.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457477_aug4.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457477_aug5.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457493_aug1.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457493_aug2.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457493_aug3.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457493_aug4.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457493_aug5.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457450_aug1.jpg,997.5,387–89 AH/997–98 CE
artifact_dataset/augmented_images\457450_aug2.jpg,997.5,387–89 AH/997–98 CE
artifact_dataset/augmented_images\457450_aug3.jpg,997.5,387–89 AH/997–98 CE
artifact_dataset/augmented_images\457450_aug4.jpg,997.5,387–89 AH/997–98 CE
artifact_dataset/augmented_images\457450_aug5.jpg,997.5,387–89 AH/997–98 CE
artifact_dataset/augmented_images\457432_aug1.jpg,816.0,198–204 AH/813–19 CE
artifact_dataset/augmented_images\457432_aug2.jpg,816.0,198–204 AH/813–19 CE
artifact_dataset/augmented_images\457432_aug3.jpg,816.0,198–204 AH/813–19 CE
artifact_dataset/augmented_images\457432_aug4.jpg,816.0,198–204 AH/813–19 CE
artifact_dataset/augmented_images\457432_aug5.jpg,816.0,198–204 AH/813–19 CE
artifact_dataset/augmented_images\457437_aug1.jpg,775.5,159–60 AH/775–76 CE
artifact_dataset/augmented_images\457437_aug2.jpg,775.5,159–60 AH/775–76 CE
artifact_dataset/augmented_images\457437_aug3.jpg,775.5,159–60 AH/775–76 CE
artifact_dataset/augmented_images\457437_aug4.jpg,775.5,159–60 AH/775–76 CE
artifact_dataset/augmented_images\457437_aug5.jpg,775.5,159–60 AH/775–76 CE
artifact_dataset/augmented_images\457495_aug1.jpg,785.5,169–70 AH/785–86 CE
artifact_dataset/augmented_images\457495_aug2.jpg,785.5,169–70 AH/785–86 CE
artifact_dataset/augmented_images\457495_aug3.jpg,785.5,169–70 AH/785–86 CE
artifact_dataset/augmented_images\457495_aug4.jpg,785.5,169–70 AH/785–86 CE
artifact_dataset/augmented_images\457495_aug5.jpg,785.5,169–70 AH/785–86 CE
artifact_dataset/augmented_images\457521_aug1.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457521_aug2.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457521_aug3.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457521_aug4.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457521_aug5.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457534_aug1.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457534_aug2.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457534_aug3.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457534_aug4.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457534_aug5.jpg,797.0,170–93 AH/786–808 CE
artifact_dataset/augmented_images\457578_aug1.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457578_aug2.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457578_aug3.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457578_aug4.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457578_aug5.jpg,986.5,366–87 AH/976–97 CE
artifact_dataset/augmented_images\457664_aug1.jpg,1150.0,late 11th–early 13th century
artifact_dataset/augmented_images\457664_aug2.jpg,1150.0,late 11th–early 13th century
artifact_dataset/augmented_images\457664_aug3.jpg,1150.0,late 11th–early 13th century
artifact_dataset/augmented_images\457664_aug4.jpg,1150.0,late 11th–early 13th century
artifact_dataset/augmented_images\457664_aug5.jpg,1150.0,late 11th–early 13th century
artifact_dataset/augmented_images\457650_aug1.jpg,1153.0,late 11th–early 13th century
artifact_dataset/augmented_images\457650_aug2.jpg,1153.0,late 11th–early 13th century
artifact_dataset/augmented_images\457650_aug3.jpg,1153.0,late 11th–early 13th century
artifact_dataset/augmented_images\457650_aug4.jpg,1153.0,late 11th–early 13th century
artifact_dataset/augmented_images\457650_aug5.jpg,1153.0,late 11th–early 13th century
artifact_dataset/augmented_images\457656_aug1.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457656_aug2.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457656_aug3.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457656_aug4.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457656_aug5.jpg,1209.0,596–616 AH/1199–1219 CE
artifact_dataset/augmented_images\457630_aug1.jpg,1325.5,716–36 AH/1316–35 CE
artifact_dataset/augmented_images\457630_aug2.jpg,1325.5,716–36 AH/1316–35 CE
artifact_dataset/augmented_images\457630_aug3.jpg,1325.5,716–36 AH/1316–35 CE
artifact_dataset/augmented_images\457630_aug4.jpg,1325.5,716–36 AH/1316–35 CE
artifact_dataset/augmented_images\457630_aug5.jpg,1325.5,716–36 AH/1316–35 CE
artifact_dataset/augmented_images\457661_aug1.jpg,955.0,654–754 AH/1256–1353 CE
artifact_dataset/augmented_images\457661_aug2.jpg,955.0,654–754 AH/1256–1353 CE
artifact_dataset/augmented_images\457661_aug3.jpg,955.0,654–754 AH/1256–1353 CE
artifact_dataset/augmented_images\457661_aug4.jpg,955.0,654–754 AH/1256–1353 CE
artifact_dataset/augmented_images\457661_aug5.jpg,955.0,654–754 AH/1256–1353 CE
artifact_dataset/augmented_images\457658_aug1.jpg,775.5,159–60 AH/775–76 CE
artifact_dataset/augmented_images\457658_aug2.jpg,775.5,159–60 AH/775–76 CE
artifact_dataset/augmented_images\457658_aug3.jpg,775.5,159–60 AH/775–76 CE
artifact_dataset/augmented_images\457658_aug4.jpg,775.5,159–60 AH/775–76 CE
artifact_dataset/augmented_images\457658_aug5.jpg,775.5,159–60 AH/775–76 CE
artifact_dataset/augmented_images\457640_aug1.jpg,779.5,158–69 AH/774–85 CE
artifact_dataset/augmented_images\457640_aug2.jpg,779.5,158–69 AH/774–85 CE
artifact_dataset/augmented_images\457640_aug3.jpg,779.5,158–69 AH/774–85 CE
artifact_dataset/augmented_images\457640_aug4.jpg,779.5,158–69 AH/774–85 CE
artifact_dataset/augmented_images\457640_aug5.jpg,779.5,158–69 AH/774–85 CE
artifact_dataset/augmented_images\457646_aug1.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457646_aug2.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457646_aug3.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457646_aug4.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457646_aug5.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457595_aug1.jpg,773.0,dated: 156 AH/773–74 CE
artifact_dataset/augmented_images\457595_aug2.jpg,773.0,dated: 156 AH/773–74 CE
artifact_dataset/augmented_images\457595_aug3.jpg,773.0,dated: 156 AH/773–74 CE
artifact_dataset/augmented_images\457595_aug4.jpg,773.0,dated: 156 AH/773–74 CE
artifact_dataset/augmented_images\457595_aug5.jpg,773.0,dated: 156 AH/773–74 CE
artifact_dataset/augmented_images\457612_aug1.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457612_aug2.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457612_aug3.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457612_aug4.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457612_aug5.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457601_aug1.jpg,763.0,141–54 AH/758–68 CE
artifact_dataset/augmented_images\457601_aug2.jpg,763.0,141–54 AH/758–68 CE
artifact_dataset/augmented_images\457601_aug3.jpg,763.0,141–54 AH/758–68 CE
artifact_dataset/augmented_images\457601_aug4.jpg,763.0,141–54 AH/758–68 CE
artifact_dataset/augmented_images\457601_aug5.jpg,763.0,141–54 AH/758–68 CE
artifact_dataset/augmented_images\457619_aug1.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457619_aug2.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457619_aug3.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457619_aug4.jpg,763.0,141–50 AH/758–68 CE
artifact_dataset/augmented_images\457619_aug5.jpg,763.0,141–50 AH/758–68 CE
