ArtifactType,Name,Age,Image,Object ID,Description,Period,Dynasty,Object Date,Culture
coin,Coin,972-1022 AD,artifact_dataset/images/coin/457466.jpg,457466,unknown,unknown,unknown,dated 387 ah/997 ce,unknown
coin,Coin,1192-1242 AD,artifact_dataset/images/coin/457492.jpg,457492,unknown,unknown,unknown,dated 614 ah/1217 ce,unknown
coin,Coin,781-831 AD,artifact_dataset/images/coin/457483.jpg,457483,unknown,unknown,unknown,dated 191 ah/806 ce,unknown
coin,Coin,781-831 AD,artifact_dataset/images/coin/457488.jpg,457488,unknown,unknown,unknown,dated 191 ah/806 ce,unknown
coin,Coin,765-815 AD,artifact_dataset/images/coin/457497.jpg,457497,unknown,unknown,unknown,dated 174 ah/790 ce,unknown
coin,Coin,772-822 AD,artifact_dataset/images/coin/457511.jpg,457511,unknown,unknown,unknown,dated 181 ah/797 ce,unknown
coin,Coin,781-831 AD,artifact_dataset/images/coin/457498.jpg,457498,unknown,unknown,unknown,dated 191 ah/806 ce,unknown
coin,Coin,724-774 AD,artifact_dataset/images/coin/457598.jpg,457598,unknown,unknown,unknown,dated 131 ah/749 ce,unknown
coin,Coin,963-1013 AD,artifact_dataset/images/coin/457518.jpg,457518,unknown,unknown,unknown,dated 378 ah/988 ce,unknown
coin,Coin,732-791 AD,artifact_dataset/images/coin/457332.jpg,457332,unknown,unknown,unknown,75766,unknown
coin,Coin,1005-1099 AD,artifact_dataset/images/coin/457258.jpg,457258,unknown,unknown,unknown,103074,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457337.jpg,457337,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-799 AD,artifact_dataset/images/coin/457285.jpg,457285,unknown,unknown,unknown,probably 8th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457273.jpg,457273,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457284.jpg,457284,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,693-839 AD,artifact_dataset/images/coin/457260.jpg,457260,unknown,unknown,unknown,718814,unknown
coin,Coin,700-799 AD,artifact_dataset/images/coin/457281.jpg,457281,unknown,unknown,unknown,8th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457263.jpg,457263,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,775-799 AD,artifact_dataset/images/coin/457264.jpg,457264,unknown,unknown,unknown,late 8th century,unknown
coin,Coin,535-653 AD,artifact_dataset/images/coin/457259.jpg,457259,unknown,unknown,unknown,560628,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457282.jpg,457282,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,742-800 AD,artifact_dataset/images/coin/457262.jpg,457262,unknown,unknown,unknown,76775,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457268.jpg,457268,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457265.jpg,457265,unknown,unknown,unknown,75868,unknown
coin,Coin,725-775 AD,artifact_dataset/images/coin/457274.jpg,457274,unknown,unknown,unknown,mid-8th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457277.jpg,457277,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457283.jpg,457283,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457270.jpg,457270,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457286.jpg,457286,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457334.jpg,457334,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457294.jpg,457294,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457300.jpg,457300,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,1000-1099 AD,artifact_dataset/images/coin/457301.jpg,457301,unknown,unknown,unknown,probably 11th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457289.jpg,457289,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457295.jpg,457295,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,1200-1399 AD,artifact_dataset/images/coin/457302.jpg,457302,unknown,unknown,unknown,13th14th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457308.jpg,457308,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,794-1030 AD,artifact_dataset/images/coin/457333.jpg,457333,unknown,unknown,unknown,8191005,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457326.jpg,457326,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457311.jpg,457311,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457327.jpg,457327,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457292.jpg,457292,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,463-615 AD,artifact_dataset/images/coin/457328.jpg,457328,unknown,unknown,unknown,"uncertain, probably 488590",unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457298.jpg,457298,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,775-799 AD,artifact_dataset/images/coin/457312.jpg,457312,unknown,unknown,unknown,late 8th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457290.jpg,457290,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,693-839 AD,artifact_dataset/images/coin/457331.jpg,457331,unknown,unknown,unknown,718814,unknown
coin,Coin,745-795 AD,artifact_dataset/images/coin/457296.jpg,457296,unknown,unknown,unknown,probably 770,unknown
coin,Coin,725-775 AD,artifact_dataset/images/coin/457318.jpg,457318,unknown,unknown,unknown,mid-8th century,unknown
coin,Coin,700-799 AD,artifact_dataset/images/coin/457320.jpg,457320,unknown,unknown,unknown,probably 8th century,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457319.jpg,457319,unknown,unknown,unknown,probably 75868,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457321.jpg,457321,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457309.jpg,457309,unknown,unknown,unknown,75868,unknown
coin,Coin,725-775 AD,artifact_dataset/images/coin/457340.jpg,457340,unknown,unknown,unknown,mid-8th century,unknown
coin,Coin,729-779 AD,artifact_dataset/images/coin/457303.jpg,457303,unknown,unknown,unknown,dated: 137 ah/754 ce,unknown
coin,Coin,724-774 AD,artifact_dataset/images/coin/457329.jpg,457329,unknown,unknown,unknown,before 131 ah/749 ce,unknown
coin,Coin,739-789 AD,artifact_dataset/images/coin/457276.jpg,457276,unknown,unknown,unknown,dated 147 ah/764 ce,unknown
coin,Coin,745-795 AD,artifact_dataset/images/coin/457272.jpg,457272,unknown,unknown,unknown,153 ah/770 ce,unknown
coin,Coin,944-994 AD,artifact_dataset/images/coin/457314.jpg,457314,unknown,unknown,unknown,dated 358 ah/969 ce,unknown
coin,Coin,723-773 AD,artifact_dataset/images/coin/457325.jpg,457325,unknown,unknown,unknown,131 ah/748 ce,unknown
coin,Coin,745-795 AD,artifact_dataset/images/coin/457316.jpg,457316,unknown,unknown,unknown,probably 153 ah/770 ce,unknown
coin,Coin,736-786 AD,artifact_dataset/images/coin/457305.jpg,457305,unknown,unknown,unknown,144 ah/761 ce,unknown
coin,Coin,736-786 AD,artifact_dataset/images/coin/457330.jpg,457330,unknown,unknown,unknown,144 ah/761 ce,unknown
coin,Coin,765-815 AD,artifact_dataset/images/coin/457297.jpg,457297,unknown,unknown,unknown,probably 174 ah/790 ce,unknown
coin,Coin,745-797 AD,artifact_dataset/images/coin/457299.jpg,457299,unknown,unknown,unknown,dated 153 ah/770 ce,unknown
coin,Coin,750-1258 AD,artifact_dataset/images/coin/457266.jpg,457266,unknown,unknown,unknown,4 ah?/4 ce ?,unknown
coin,Coin,781-831 AD,artifact_dataset/images/coin/457322.jpg,457322,unknown,unknown,unknown,dated 191 ah/806 ce,unknown
coin,Coin,737-787 AD,artifact_dataset/images/coin/457339.jpg,457339,unknown,unknown,unknown,dated 145 ah/762 ce,unknown
coin,Coin,743-793 AD,artifact_dataset/images/coin/457279.jpg,457279,unknown,unknown,unknown,dated 151 ah/768 ce,unknown
coin,Coin,740-790 AD,artifact_dataset/images/coin/457261.jpg,457261,unknown,unknown,unknown,dated 148 ah/765 ce,unknown
coin,Coin,745-795 AD,artifact_dataset/images/coin/457315.jpg,457315,unknown,unknown,unknown,153 ah/770 ce,unknown
coin,Coin,745-795 AD,artifact_dataset/images/coin/457280.jpg,457280,unknown,unknown,unknown,153 ah/770 ce,unknown
coin,Coin,748-798 AD,artifact_dataset/images/coin/457338.jpg,457338,unknown,unknown,unknown,dated 156 ah/773 ce,unknown
coin,Coin,795-845 AD,artifact_dataset/images/coin/457313.jpg,457313,unknown,unknown,unknown,204 ah/820 ce,unknown
coin,Coin,933-983 AD,artifact_dataset/images/coin/457310.jpg,457310,unknown,unknown,unknown,dated 347 ah/958 ce,unknown
coin,Coin,951-1004 AD,artifact_dataset/images/coin/457665.jpg,457665,unknown,unknown,unknown,97679,unknown
coin,Coin,944-994 AD,artifact_dataset/images/coin/457075.jpg,457075,unknown,unknown,unknown,dated 358 ah/969 ce,unknown
coin,Coin,724-774 AD,artifact_dataset/images/coin/457077.jpg,457077,unknown,unknown,unknown,dated 131 ah/749 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457104.jpg,457104,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,750-799 AD,artifact_dataset/images/coin/457083.jpg,457083,unknown,unknown,unknown,dated 158 ah/775 ce,unknown
coin,Coin,724-774 AD,artifact_dataset/images/coin/457076.jpg,457076,unknown,unknown,unknown,dated 131 ah/749 ce,unknown
coin,Coin,876-926 AD,artifact_dataset/images/coin/457687.jpg,457687,unknown,unknown,unknown,dated 288 ah/901 ce,unknown
coin,Coin,1179-1229 AD,artifact_dataset/images/coin/457695.jpg,457695,unknown,unknown,unknown,dated 600 ah/1204 ce,unknown
coin,Coin,800-850 AD,artifact_dataset/images/coin/457691.jpg,457691,unknown,unknown,unknown,dated 210 ah/825 ce,unknown
coin,Coin,737-787 AD,artifact_dataset/images/coin/457692.jpg,457692,unknown,unknown,unknown,dated 145 ah/762 ce,unknown
coin,Coin,723-773 AD,artifact_dataset/images/coin/457436.jpg,457436,unknown,unknown,unknown,dated 131 ah/748 ce,unknown
coin,Coin,745-795 AD,artifact_dataset/images/coin/457445.jpg,457445,unknown,unknown,unknown,dated 155 ah/770 ce,unknown
coin,Coin,765-815 AD,artifact_dataset/images/coin/457480.jpg,457480,unknown,unknown,unknown,dated 174 ah/790 ce,unknown
coin,Coin,777-827 AD,artifact_dataset/images/coin/457509.jpg,457509,unknown,unknown,unknown,dated 186 ah/802 ce,unknown
coin,Coin,795-845 AD,artifact_dataset/images/coin/457552.jpg,457552,unknown,unknown,unknown,dated 204 ah/820 ce,unknown
coin,Coin,745-795 AD,artifact_dataset/images/coin/457564.jpg,457564,unknown,unknown,unknown,dated 153 ah/770 ce,unknown
coin,Coin,860-910 AD,artifact_dataset/images/coin/457504.jpg,457504,unknown,unknown,unknown,dated 271 ah/885 ce,unknown
coin,Coin,958-1009 AD,artifact_dataset/images/coin/457107.jpg,457107,unknown,unknown,unknown,dated 373 ah/98384 ce,unknown
coin,Coin,934-984 AD,artifact_dataset/images/coin/457116.jpg,457116,unknown,unknown,unknown,dated 348 ah/95859 ce,unknown
coin,Coin,949-999 AD,artifact_dataset/images/coin/457106.jpg,457106,unknown,unknown,unknown,dated 364 ah/97475 ce,unknown
coin,Coin,779-829 AD,artifact_dataset/images/coin/457115.jpg,457115,unknown,unknown,unknown,dated 189 ah/8045 ce,unknown
coin,Coin,952-1002 AD,artifact_dataset/images/coin/457112.jpg,457112,unknown,unknown,unknown,dated 367 ah/97778 ce,unknown
coin,Coin,949-999 AD,artifact_dataset/images/coin/457144.jpg,457144,unknown,unknown,unknown,dated 364 ah/97475 ce,unknown
coin,Coin,949-999 AD,artifact_dataset/images/coin/457184.jpg,457184,unknown,unknown,unknown,dated 364 ah/97475 ce,unknown
coin,Coin,952-1002 AD,artifact_dataset/images/coin/457188.jpg,457188,unknown,unknown,unknown,dated 367 ah/97778 ce,unknown
coin,Coin,952-1003 AD,artifact_dataset/images/coin/457222.jpg,457222,unknown,unknown,unknown,dated 367 ah/97778 ce,unknown
coin,Coin,954-1004 AD,artifact_dataset/images/coin/457215.jpg,457215,unknown,unknown,unknown,dated 367 or 369 ah/977 or 979 ce,unknown
coin,Coin,960-1011 AD,artifact_dataset/images/coin/457232.jpg,457232,unknown,unknown,unknown,dated 375 ah/98586 ce,unknown
coin,Coin,949-999 AD,artifact_dataset/images/coin/457185.jpg,457185,unknown,unknown,unknown,dated 364 ah/97475 ce,unknown
coin,Coin,960-1010 AD,artifact_dataset/images/coin/457247.jpg,457247,unknown,unknown,unknown,dated 375 ah/98586 ce,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457380.jpg,457380,unknown,unknown,unknown,probably 75976 ah/135774 ce,unknown
coin,Coin,749-810 AD,artifact_dataset/images/coin/457373.jpg,457373,unknown,unknown,unknown,15869 ah/77485 ce,unknown
coin,Coin,795-845 AD,artifact_dataset/images/coin/457623.jpg,457623,unknown,unknown,unknown,dated 204 ah/820 ce,unknown
coin,Coin,1175-1225 AD,artifact_dataset/images/coin/457103.jpg,457103,unknown,unknown,unknown,late 12thearly 13th century,unknown
coin,Coin,1075-1225 AD,artifact_dataset/images/coin/457694.jpg,457694,unknown,unknown,unknown,late 11thearly 13th century,unknown
coin,Coin,700-825 AD,artifact_dataset/images/coin/457431.jpg,457431,unknown,unknown,unknown,8thearly 9th century,unknown
coin,Coin,1175-1225 AD,artifact_dataset/images/coin/457384.jpg,457384,unknown,unknown,unknown,late 12thearly 13th century,unknown
coin,Coin,700-825 AD,artifact_dataset/images/coin/457395.jpg,457395,unknown,unknown,unknown,8thearly 9th century,unknown
coin,Coin,1175-1225 AD,artifact_dataset/images/coin/457391.jpg,457391,unknown,unknown,unknown,late 12thearly 13th century,unknown
coin,Coin,270-275 AD,artifact_dataset/images/coin/465758.jpg,465758,unknown,unknown,unknown,270275,late roman
coin,Coin,1174-1245 AD,artifact_dataset/images/coin/457094.jpg,457094,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,1291-1360 AD,artifact_dataset/images/coin/457343.jpg,457343,unknown,unknown,unknown,71636 ah/131635 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457693.jpg,457693,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,951-1022 AD,artifact_dataset/images/coin/457667.jpg,457667,unknown,unknown,unknown,36687 ah/97697 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457688.jpg,457688,unknown,unknown,unknown,probably 14151 ah/75868 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457701.jpg,457701,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,1174-1244 AD,artifact_dataset/images/coin/457383.jpg,457383,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,1174-1244 AD,artifact_dataset/images/coin/457385.jpg,457385,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,951-1022 AD,artifact_dataset/images/coin/457477.jpg,457477,unknown,unknown,unknown,36687 ah/97697 ce,unknown
coin,Coin,761-833 AD,artifact_dataset/images/coin/457493.jpg,457493,unknown,unknown,unknown,17093 ah/786808 ce,unknown
coin,Coin,972-1023 AD,artifact_dataset/images/coin/457450.jpg,457450,unknown,unknown,unknown,38789 ah/99798 ce,unknown
coin,Coin,788-844 AD,artifact_dataset/images/coin/457432.jpg,457432,unknown,unknown,unknown,198204 ah/81319 ce,unknown
coin,Coin,750-801 AD,artifact_dataset/images/coin/457437.jpg,457437,unknown,unknown,unknown,15960 ah/77576 ce,unknown
coin,Coin,760-811 AD,artifact_dataset/images/coin/457495.jpg,457495,unknown,unknown,unknown,16970 ah/78586 ce,unknown
coin,Coin,761-833 AD,artifact_dataset/images/coin/457521.jpg,457521,unknown,unknown,unknown,17093 ah/786808 ce,unknown
coin,Coin,761-833 AD,artifact_dataset/images/coin/457534.jpg,457534,unknown,unknown,unknown,17093 ah/786808 ce,unknown
coin,Coin,951-1022 AD,artifact_dataset/images/coin/457578.jpg,457578,unknown,unknown,unknown,36687 ah/97697 ce,unknown
coin,Coin,1075-1225 AD,artifact_dataset/images/coin/457664.jpg,457664,unknown,unknown,unknown,late 11thearly 13th century,unknown
coin,Coin,1075-1231 AD,artifact_dataset/images/coin/457650.jpg,457650,unknown,unknown,unknown,late 11thearly 13th century,unknown
coin,Coin,1174-1244 AD,artifact_dataset/images/coin/457656.jpg,457656,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,1291-1360 AD,artifact_dataset/images/coin/457630.jpg,457630,unknown,unknown,unknown,71636 ah/131635 ce,unknown
coin,Coin,654-1256 AD,artifact_dataset/images/coin/457661.jpg,457661,unknown,unknown,unknown,654754 ah/12561353 ce,unknown
coin,Coin,750-801 AD,artifact_dataset/images/coin/457658.jpg,457658,unknown,unknown,unknown,15960 ah/77576 ce,unknown
coin,Coin,749-810 AD,artifact_dataset/images/coin/457640.jpg,457640,unknown,unknown,unknown,15869 ah/77485 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457646.jpg,457646,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,748-798 AD,artifact_dataset/images/coin/457595.jpg,457595,unknown,unknown,unknown,dated: 156 ah/77374 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457612.jpg,457612,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457601.jpg,457601,unknown,unknown,unknown,14154 ah/75868 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457619.jpg,457619,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,910-1073 AD,artifact_dataset/images/coin/457592.jpg,457592,unknown,unknown,unknown,probably 324440 ah/9351048 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457624.jpg,457624,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,1291-1360 AD,artifact_dataset/images/coin/457614.jpg,457614,unknown,unknown,unknown,71636 ah/131635 ce,unknown
coin,Coin,788-842 AD,artifact_dataset/images/coin/457603.jpg,457603,unknown,unknown,unknown,198202 ah/81317 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457608.jpg,457608,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,1174-1244 AD,artifact_dataset/images/coin/457625.jpg,457625,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457105.jpg,457105,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,889-939 AD,artifact_dataset/images/coin/457669.jpg,457669,unknown,unknown,unknown,295301 ah/908914 ce,unknown
coin,Coin,844-917 AD,artifact_dataset/images/coin/457690.jpg,457690,unknown,unknown,unknown,25679 ah/86992 ce,unknown
coin,Coin,760-811 AD,artifact_dataset/images/coin/457459.jpg,457459,unknown,unknown,unknown,16970 ah/78586 ce,unknown
coin,Coin,951-1022 AD,artifact_dataset/images/coin/457462.jpg,457462,unknown,unknown,unknown,36687 ah/97697 ce,unknown
coin,Coin,722-778 AD,artifact_dataset/images/coin/457422.jpg,457422,unknown,unknown,unknown,13036 ah/74753 ce,unknown
coin,Coin,1174-1244 AD,artifact_dataset/images/coin/457394.jpg,457394,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,951-1022 AD,artifact_dataset/images/coin/457522.jpg,457522,unknown,unknown,unknown,36687 ah/97697 ce,unknown
coin,Coin,768-827 AD,artifact_dataset/images/coin/457510.jpg,457510,unknown,unknown,unknown,17787 ah/793802 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457555.jpg,457555,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,751-804 AD,artifact_dataset/images/coin/457519.jpg,457519,unknown,unknown,unknown,16063 ah/77679 ce,unknown
coin,Coin,749-809 AD,artifact_dataset/images/coin/457502.jpg,457502,unknown,unknown,unknown,15868 ah/77484 ce,unknown
coin,Coin,751-804 AD,artifact_dataset/images/coin/457291.jpg,457291,unknown,unknown,unknown,16063 ah/77679 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457287.jpg,457287,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,651-1022 AD,artifact_dataset/images/coin/457306.jpg,457306,unknown,unknown,unknown,36687 ah/97697 ce,unknown
coin,Coin,951-1022 AD,artifact_dataset/images/coin/457288.jpg,457288,unknown,unknown,unknown,36687 ah/97697 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457271.jpg,457271,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,738-811 AD,artifact_dataset/images/coin/457304.jpg,457304,unknown,unknown,unknown,probably 15870 ah/76386 ce,unknown
coin,Coin,694-841 AD,artifact_dataset/images/coin/457336.jpg,457336,unknown,unknown,unknown,101201 ah/719816 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457317.jpg,457317,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,1005-1099 AD,artifact_dataset/images/coin/457293.jpg,457293,unknown,unknown,unknown,42267 ah/103074 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457269.jpg,457269,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,732-791 AD,artifact_dataset/images/coin/457324.jpg,457324,unknown,unknown,unknown,13948 ah/75766 ce,unknown
coin,Coin,1075-1225 AD,artifact_dataset/images/coin/457335.jpg,457335,unknown,unknown,unknown,late 11thearly 13th century,unknown
coin,Coin,1000-1099 AD,artifact_dataset/images/coin/468337.jpg,468337,unknown,unknown,unknown,11th century,byzantine
coin,Coin of Kanishka,120-140 AD,artifact_dataset/images/coin/39385.jpg,39385,unknown,unknown,unknown,ca. 130,pakistan (ancient region of gandhara)
coin,Coin of Huvishka,150-180 AD,artifact_dataset/images/coin/39386.jpg,39386,unknown,unknown,unknown,150180,pakistan (ancient region of gandhara)
coin,Coin of Huvishka,150-180 AD,artifact_dataset/images/coin/39430.jpg,39430,unknown,unknown,unknown,150180,pakistan (ancient region of gandhara)
coin,Coin,684-685 AD,artifact_dataset/images/coin/323497.jpg,323497,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323503.jpg,323503,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323491.jpg,323491,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323500.jpg,323500,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323495.jpg,323495,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323496.jpg,323496,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323499.jpg,323499,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323493.jpg,323493,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,686-687 AD,artifact_dataset/images/coin/323490.jpg,323490,unknown,early islamic,unknown,686687 ce (?)/67 a.h. (?),islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323498.jpg,323498,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323515.jpg,323515,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,1068-1077 AD,artifact_dataset/images/coin/323504.jpg,323504,unknown,sung dynasty,unknown,ca. 106877 ce,chinese
coin,Coin,691-692 AD,artifact_dataset/images/coin/323494.jpg,323494,unknown,early islamic,unknown,691692 ce (?)/72 a.h. (?),islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323501.jpg,323501,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,684-685 AD,artifact_dataset/images/coin/323502.jpg,323502,unknown,early islamic,unknown,684685 ce/65 a.h.,islamic
coin,Coin,686-696 AD,artifact_dataset/images/coin/323514.jpg,323514,unknown,early islamic,unknown,ca. 691714 ce,islamic
coin,Coin,1100-1199 AD,artifact_dataset/images/coin/457618.jpg,457618,unknown,unknown,unknown,probably 12th century,unknown
coin,Coin of  Vasudeva,185-220 AD,artifact_dataset/images/coin/39387.jpg,39387,unknown,unknown,unknown,185220,pakistan (ancient region of gandhara)
coin,Coin,976-1034 AD,artifact_dataset/images/coin/468338.jpg,468338,unknown,unknown,unknown,ca. 9761034,byzantine
coin,Coin,300-399 AD,artifact_dataset/images/coin/465759.jpg,465759,unknown,unknown,unknown,4th century,byzantine
coin,Coin,973-1055 AD,artifact_dataset/images/coin/457307.jpg,457307,unknown,unknown,unknown,9981030,unknown
coin,Coin,749-799 AD,artifact_dataset/images/coin/457439.jpg,457439,unknown,unknown,unknown,dated 157 ah/774 ce,unknown
coin,Coin inscribed “Chong Ning Tong Bao”,1102-1106 AD,artifact_dataset/images/coin/75816.jpg,75816,unknown,northern song dynasty (9601127),unknown,110206,china
coin,Terracotta coin molds,308-320 AD,artifact_dataset/images/coin/254990.jpg,254990,unknown,"late imperial, tetrarchic",unknown,ca. 308320 ce,roman
coin,Bronze coin of Cyzicus,222-235 AD,artifact_dataset/images/coin/248047.jpg,248047,unknown,"mid imperial, severan",unknown,222235 ce,"roman, asia minor"
coin,Coin,951-1002 AD,artifact_dataset/images/coin/444956.jpg,444956,unknown,unknown,unknown,dated 366 ah/97677 ce,unknown
coin,Gold Coin Showing King Kumaragupta as an Archer,415-455 AD,artifact_dataset/images/coin/39405.jpg,39405,unknown,gupta period,unknown,415455,india
coin,Gold Coin Showing King Chandragupta II as an Archer,366-424 AD,artifact_dataset/images/coin/39406.jpg,39406,unknown,gupta period,unknown,ca. 376414,india
coin,Die for a Coin,1306-1316 AD,artifact_dataset/images/coin/449678.jpg,449678,unknown,unknown,unknown,ca. 1311335,unknown
coin,Gold necklace with coin pendants,200-299 AD,artifact_dataset/images/coin/249215.jpg,249215,unknown,late imperial,unknown,3rd century ce,roman
coin,Coin (Denier) of Henry I of Cyprus (1218–1253),1218-1253 AD,artifact_dataset/images/coin/26502.jpg,26502,unknown,unknown,unknown,121853,cypriote
coin,Coin Weight,1000-1099 AD,artifact_dataset/images/coin/453527.jpg,453527,unknown,unknown,unknown,11th century,unknown
coin,Coin Weight,1000-1099 AD,artifact_dataset/images/coin/453526.jpg,453526,unknown,unknown,unknown,11th century,unknown
coin,Coin Weight,1000-1099 AD,artifact_dataset/images/coin/453528.jpg,453528,unknown,unknown,unknown,11th century,unknown
coin,Coin Weight,800-999 AD,artifact_dataset/images/coin/454680.jpg,454680,unknown,unknown,unknown,9th10th century,unknown
coin,Coin Weight,783-835 AD,artifact_dataset/images/coin/453506.jpg,453506,unknown,unknown,unknown,808810,unknown
